,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,awstranslate
2606,M01,Session2_3,wav_headMic,0016,yes,84,513,train,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0016.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0016.wav,Train.
4445,M03,Session2,wav_arrayMic,0054,yes,80,513,store,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0054.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0054.wav,Store.
5896,M05,Session2,wav_headMic,0111,yes,89,513,wish,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0111.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0111.wav,We?
3138,M01,Session2_3,wav_arrayMic,0263,yes,71,513,city,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0263.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0263.wav,Yeah.
3204,M02,Session1,wav_headMic,0042,yes,58,513,tip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0042.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0042.wav,Teo.
915,F03,Session2,wav_arrayMic,0081,yes,61,513,him,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0081.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0081.wav,Him.
1016,F03,Session2,wav_arrayMic,0188,yes,52,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0188.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0188.wav,Cuba.
921,F03,Session2,wav_arrayMic,0087,yes,165,513,Both injuries were to the same leg.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0087.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0087.wav,Both injuries. Works is same like
2308,F04,Session2,wav_arrayMic,0168,yes,71,513,mike,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0168.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0168.wav,Mike.
4665,M03,Session2,wav_arrayMic,0278,yes,165,513,Alimony harms a divorced man's wealth.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0278.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0278.wav,Alimony harms the divorced man's well.
1608,F03,Session3,wav_arrayMic,0126,yes,61,513,in,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0126.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0126.wav,Soon.
4634,M03,Session2,wav_arrayMic,0244,yes,230,513,"If you destroy confidence in banks, you do something to the economy, he said.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0244.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0244.wav,"If you destroy confidence and banks, you do something in the economy, he said."
1945,F04,Session2,wav_headMic,0054,yes,120,513,urgent,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0054.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0054.wav,URGENT
936,F03,Session2,wav_arrayMic,0103,yes,47,513,city,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0103.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0103.wav,Thirty.
5852,M05,Session2,wav_headMic,0067,yes,107,513,steer,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0067.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0067.wav,Teo.
1377,F03,Session3,wav_headMic,0108,yes,52,513,best,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0108.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0108.wav,Best.
719,F03,Session2,wav_headMic,0044,yes,158,513,near,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0044.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0044.wav,Near.
6107,M05,Session2,wav_headMic,0322,yes,118,513,knot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0322.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0322.wav,Not.
1446,F03,Session3,wav_headMic,0177,yes,10,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0177.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0177.wav,
4972,M04,Session2,wav_headMic,0038,yes,331,513,The quick brown fox jumps over the lazy dog.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0038.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0038.wav,That's good. Bone fun Come over the Lady dog.
2211,F04,Session2,wav_arrayMic,0071,yes,94,513,him,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0071.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0071.wav,Him.
1565,F03,Session3,wav_arrayMic,0083,yes,94,513,It was only,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0083.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0083.wav,There was only
1332,F03,Session3,wav_headMic,0063,yes,88,513,Some hotels are available nearby.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0063.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0063.wav,Sean hotels are born nearby.
5827,M05,Session2,wav_headMic,0042,yes,434,513,Mother sews yellow gingham aprons.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0042.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0042.wav,"Wait, you're good."
1601,F03,Session3,wav_arrayMic,0119,yes,155,513,He is definitely a notch above us.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0119.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0119.wav,He's certainly a massive over.
1393,F03,Session3,wav_headMic,0124,yes,42,513,bitten,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0124.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0124.wav,Britain.
2920,M01,Session2_3,wav_arrayMic,0044,yes,71,513,back,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0044.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0044.wav,Bye.
3776,M02,Session2,wav_headMic,0207,yes,318,513,It eventually became a rather proud claim.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0207.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0207.wav,Is that really the grain of the crowd clear?
4813,M04,Session1,wav_arrayMic,0005,yes,108,513,trouble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0005.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0005.wav,If you're too drunk.
3767,M02,Session2,wav_headMic,0198,yes,80,513,shy,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0198.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0198.wav,Hi.
1241,F03,Session2,wav_arrayMic,0416,yes,33,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0416.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0416.wav,Bill.
4919,M04,Session1,wav_arrayMic,0112,yes,19,513,swarm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0112.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0112.wav,What?
4421,M03,Session2,wav_arrayMic,0030,yes,66,513,feed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0030.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0030.wav,Freed.
4736,M03,Session2,wav_arrayMic,0349,yes,90,513,lima,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0349.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0349.wav,Lima.
2374,F04,Session2,wav_arrayMic,0234,yes,108,513,sand,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0234.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0234.wav,Fand.
2132,F04,Session2,wav_headMic,0241,yes,133,513,I'm willing to experiment for the first time.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0241.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0241.wav,I am willing to experiment for the first time.
502,F03,Session1,wav_arrayMic,0031,yes,305,513,"Except in the winter when the ooze or snow or ice prevents,",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0031.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0031.wav,Except in the winter when the woods or snow or ice correct.
691,F03,Session2,wav_headMic,0016,yes,55,513,white,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0016.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0016.wav,White.
4425,M03,Session2,wav_arrayMic,0034,yes,104,513,feet,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0034.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0034.wav,Feet.
2423,M01,Session1,wav_headMic,0033,no,None,None,warm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0033.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0033.wav,Long.
3332,M02,Session1,wav_headMic,0170,yes,72,513,pay,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0170.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0170.wav,Okay.
4232,M03,Session2,wav_headMic,0261,yes,65,513,park,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0261.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0261.wav,Park.
4385,M03,Session2,wav_headMic,0414,yes,74,513,ham,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0414.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0414.wav,Ham.
6097,M05,Session2,wav_headMic,0312,yes,63,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0312.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0312.wav,No.
1548,F03,Session3,wav_arrayMic,0066,yes,47,513,eat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0066.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0066.wav,
3630,M02,Session1,wav_arrayMic,0228,yes,38,513,know,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0228.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0228.wav,No.
4143,M03,Session2,wav_headMic,0172,yes,65,513,near,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0172.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0172.wav,Near.
746,F03,Session2,wav_headMic,0071,yes,66,513,blow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0071.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0071.wav,Whoa!
5347,M04,Session2,wav_arrayMic,0114,yes,83,513,trait,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0114.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0114.wav,Good.
957,F03,Session2,wav_arrayMic,0127,yes,61,513,side,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0127.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0127.wav,Fine.
510,F03,Session1,wav_arrayMic,0039,yes,38,513,chair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0039.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0039.wav,Traer.
5267,M04,Session2,wav_arrayMic,0034,yes,50,513,down,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0034.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0034.wav,
2286,F04,Session2,wav_arrayMic,0146,yes,104,513,at,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0146.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0146.wav,Not.
1960,F04,Session2,wav_headMic,0069,yes,78,513,fruit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0069.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0069.wav,Fruit.
3913,M02,Session2,wav_arrayMic,0179,yes,90,513,harp,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0179.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0179.wav,Huh?
2573,M01,Session1,wav_arrayMic,0083,yes,127,513,knew,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0083.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0083.wav,New.
359,F03,Session1,wav_headMic,0092,yes,50,513,swore,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0092.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0092.wav,Sure.
2219,F04,Session2,wav_arrayMic,0079,yes,165,513,Alfalfa is healthy for you.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0079.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0079.wav,Alfalfa is healthy for you.
2486,M01,Session1,wav_headMic,0096,no,None,None,weed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0096.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0096.wav,We?
1403,F03,Session3,wav_headMic,0134,yes,187,513,The prospect of cutting back spending is an unpleasant one for any governor.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0134.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0134.wav,The prospect of cutting back spending. It's in the puzzling for any governor.
3109,M01,Session2_3,wav_arrayMic,0234,yes,52,513,leak,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0234.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0234.wav,
4926,M04,Session1,wav_arrayMic,0119,yes,99,513,race,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0119.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0119.wav,Really?
4743,M03,Session2,wav_arrayMic,0356,yes,80,513,golf,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0356.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0356.wav,Gulf.
5008,M04,Session2,wav_headMic,0074,yes,92,513,rave,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0074.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0074.wav,Rafe.
4808,M03,Session2,wav_arrayMic,0421,yes,113,513,we have an excellent team,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0421.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0421.wav,We have an excellent team.
4478,M03,Session2,wav_arrayMic,0088,yes,85,513,car,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0088.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0088.wav,Car.
85,F01,Session1,wav_headMic,0086,yes,43,513,go,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0086.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0086.wav,Go.
1007,F03,Session2,wav_arrayMic,0179,yes,66,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0179.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0179.wav,Uh
4587,M03,Session2,wav_arrayMic,0196,yes,146,513,They carried me off on the stretcher.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0196.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0196.wav,He carried me off on the stretcher.
1070,F03,Session2,wav_arrayMic,0244,yes,33,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0244.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0244.wav,Stryker.
2362,F04,Session2,wav_arrayMic,0222,yes,108,513,zip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0222.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0222.wav,Zip.
3423,M02,Session1,wav_arrayMic,0021,yes,47,513,bubble,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0021.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0021.wav,Our ball.
4511,M03,Session2,wav_arrayMic,0120,yes,94,513,three,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0120.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0120.wav,Three.
4155,M03,Session2,wav_headMic,0184,yes,158,513,The train approached the depot slowly.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0184.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0184.wav,The train approached the depot slowly.
3549,M02,Session1,wav_arrayMic,0147,yes,66,513,sway,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0147.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0147.wav,
4047,M03,Session2,wav_headMic,0076,yes,69,513,beat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0076.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0076.wav,Sorry bait.
6174,M05,Session2,wav_headMic,0389,yes,162,513,The hotel man,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0389.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0389.wav,"Is, Ah, hold to MIT."
5984,M05,Session2,wav_headMic,0199,yes,177,513,mitten,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0199.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0199.wav,I made him.
5567,M05,Session1,wav_headMic,0040,yes,83,513,yes,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0040.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0040.wav,Yeah.
3425,M02,Session1,wav_arrayMic,0023,yes,207,513,"Well, he is nearly ninety-three years old; ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0023.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0023.wav,"Well, nine years old."
1963,F04,Session2,wav_headMic,0072,yes,198,513,"Night after night, they received annoying phone calls.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0072.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0072.wav,"Night after night, they received annoying phone calls."
4924,M04,Session1,wav_arrayMic,0117,yes,71,513,warm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0117.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0117.wav,One.
320,F03,Session1,wav_headMic,0053,yes,137,513,You wished to know all about my grandfather.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0053.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0053.wav,You wish to know all about my grandfather?
4833,M04,Session1,wav_arrayMic,0025,yes,71,513,rave,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session1/wav_arrayMic/0025.wav,/home/jovyan/work/data/TORGO/M04/Session1/wav_arrayMic/0025.wav,Ready.
5707,M05,Session1,wav_arrayMic,0050,yes,67,513,weed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0050.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0050.wav,
2023,F04,Session2,wav_headMic,0132,yes,106,513,brawn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0132.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0132.wav,Bronn.
3414,M02,Session1,wav_arrayMic,0012,yes,61,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0012.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0012.wav,
2758,M01,Session2_3,wav_headMic,0169,yes,66,513,fitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0169.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0169.wav,Here.
1439,F03,Session3,wav_headMic,0170,yes,39,513,leak,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0170.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0170.wav,Reese.
1972,F04,Session2,wav_headMic,0081,yes,76,513,oscar,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0081.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0081.wav,Oscar.
827,F03,Session2,wav_headMic,0153,yes,69,513,It was a good win for us.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0153.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0153.wav,It was a good win for us.
